smiles,cano_smiles,CMC,ST,KOW,i,tox_pred_label_sum
CC(N)(CC(F)(F)C(F)F)C(=O)O,CC(N)(CC(F)(F)C(F)F)C(=O)O,0.03641368,28.07722,-0.50233364,0,0.0
FC1CC(F)(F)C(P)(Cl)C1,FC1CC(F)(F)C(P)(Cl)C1,0.12426009,23.23287,2.0459292,0,0.0
N=C(CCC(F)(F)C(F)(F)F)N(CCO)CCO,N=C(CCC(F)(F)C(F)(F)F)N(CCO)CCO,0.411771,37.667336,0.65281373,0,0.0
FC(F)(F)CC1(C(F)(F)F)COCCO1,FC(F)(F)CC1(C(F)(F)F)COCCO1,0.003097421,23.008068,1.8327076,0,0.0
N=C(F)CC1CCC(F)(C(F)(F)F)C1,N=C(F)CC1CCC(F)(C(F)(F)F)C1,0.5339281,24.547625,2.416428,0,0.0
CCOP(=O)(OC(C)C)C(=O)CCC(F)(F)C(F)(F)F,CCOP(=O)(OC(C)C)C(=O)CCC(F)(F)C(F)(F)F,-0.4006192,27.167973,2.3257022,0,0.0
CC1(OCC(F)C(F)(F)F)CO1,CC1(OCC(F)C(F)(F)F)CO1,0.4785954,22.772726,1.4025697,0,0.0
FC(F)(F)C1(F)COCO1,FC(F)(F)C1(F)COCO1,0.26873633,22.103844,1.0332885,0,0.0
O=C(OCC(F)(F)C(F)I)C(F)F,O=C(OCC(F)(F)C(F)I)C(F)F,0.058142416,25.149588,2.1748369,0,0.0
CC1CC(N)(C(=O)O)C(F)(F)C1(F)F,CC1CC(N)(C(=O)O)C(F)(F)C1(F)F,-0.5465924,27.203388,-0.116808794,0,0.0
O=C(NC1(CO)CCCCC1)C(F)(F)C(F)(F)F,O=C(NC1(CO)CCCCC1)C(F)(F)C(F)(F)F,0.6448919,33.390987,2.1708436,0,0.0
CCCC(I)P(=O)(OCC)OCC(F)(F)C(C)(F)F,CCCC(I)P(=O)(OCC)OCC(F)(F)C(C)(F)F,0.38754255,29.605183,3.611327,0,0.0
FC(F)(I)C(F)(F)C12CCCCC1C2,FC(F)(I)C(F)(F)C12CCCCC1C2,0.5570923,25.658504,4.5329084,0,0.0
CC(F)(F)C(F)(F)C(CCO)C(N)=O,CC(F)(F)C(F)(F)C(CCO)C(N)=O,0.21606155,30.184305,0.43485004,0,0.0
CC(O)(I)CCC(F)(F)C(F)(F)F,CC(O)(I)CCC(F)(F)C(F)(F)F,0.17274614,25.183783,3.0957797,0,0.0
OC(CC1(C(F)(F)F)CO1)C(F)(F)F,OC(CC1(C(F)(F)F)CO1)C(F)(F)F,0.15650533,21.918713,1.5829875,0,0.0
O=C(O)CC(F)(F)C(F)(F)P(=O)(F)F,O=C(O)CC(F)(F)C(F)(F)P(=O)(F)F,-0.33046675,23.929758,0.8865164,0,0.0
FC(F)=C(F)C(F)(F)C1CCC2(CO2)OC1,FC(F)=C(F)C(F)(F)C1CCC2(CO2)OC1,-0.26719,27.517155,2.1888604,0,0.0
CC(F)(F)OC(CO)C(F)(F)F,CC(F)(F)OC(CO)C(F)(F)F,0.898448,20.865604,1.602445,0,0.0
C=CC(F)(F)S(=O)(=O)O,C=CC(F)(F)S(=O)(=O)O,0.5125731,31.21408,-1.9483246,0,0.0
FC(F)(F)C1(C(F)(F)F)OC2N=CCCC21,FC(F)(F)C1(C(F)(F)F)OC2N=CCCC21,-0.5591488,26.149796,2.3692992,0,0.0
CC(C)(C)COC(=O)C1C=NC(N)=C(N)C(F)(F)C1(F)F,CC(C)(C)COC(=O)C1C=NC(N)=C(N)C(F)(F)C1(F)F,-0.2565903,32.85464,2.7044003,0,0.0
FC(F)(F)C1(C(F)(F)F)CC2CCCN=C21,FC(F)(F)C1(C(F)(F)F)CC2CCCN=C21,-0.34996155,27.405384,3.193065,0,0.0
CCOC1=C(F)C(F)(F)C(O)(C(F)(F)F)C1,CCOC1=C(F)C(F)(F)C(O)(C(F)(F)F)C1,-0.20063078,21.882122,2.39708,0,0.0
CNC(=O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,CNC(=O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,-0.6447482,26.271378,1.2877247,0,0.0
N=CC(C(F)(F)F)C(F)(F)F,N=CC(C(F)(F)F)C(F)(F)F,0.66455346,19.501858,1.6917782,0,0.0
Nc1cc(F)c(F)nc1C(F)(F)F,Nc1cc(F)c(F)nc1C(F)(F)F,0.019399177,28.100803,2.2097,0,0.0
CC1CC(F)(F)C(F)(F)C1(C)F,CC1CC(F)(F)C(F)(F)C1(C)F,-0.16986887,17.665003,2.9679787,0,0.0
CC(F)(F)C(F)(C(=O)CO)C(F)(F)F,CC(F)(F)C(F)(C(=O)CO)C(F)(F)F,-0.002471817,23.310642,1.5735166,0,0.0
FC(F)(F)C1CC=NC1,FC(F)(F)C1CC=NC1,0.5596023,25.254211,1.0011189,0,0.0
N=CC1(C(F)(F)F)CC=N1,N=CC1(C(F)(F)F)CC=N1,0.38268256,29.843237,0.3486622,0,0.0
C=C(C)C(=O)OC1CCC(F)(F)C1(F)F,C=C(C)C(=O)OC1CCC(F)(F)C1(F)F,-0.43770045,23.571323,2.7125707,0,0.0
CC(F)(C(F)(F)F)C(F)(F)OCCCO,CC(F)(C(F)(F)F)C(F)(F)OCCCO,0.24111657,22.240128,2.253984,0,0.0
Cc1nn(CCCO)c(C(F)(F)F)c1C(F)(F)F,Cc1nn(CCCO)c(C(F)(F)F)c1C(F)(F)F,-0.03541811,32.366325,2.3259509,0,0.0
CC1CCC(F)(F)C1(F)C(F)(F)F,CC1CCC(F)(F)C1(F)C(F)(F)F,-0.08368804,17.702587,3.2669048,0,0.0
COC(=O)CC1CC(=C(F)F)C(F)(F)C1F,COC(=O)CC1CC(=C(F)F)C(F)(F)C1F,-0.58975554,24.821512,2.420449,0,0.0
O=C(N1CO1)C(F)(F)F,O=C(N1CO1)C(F)(F)F,0.6681258,30.066278,0.41151437,0,0.0
FC(F)(F)COC1CON(C(F)(F)F)C1,FC(F)(F)COC1CON(C(F)(F)F)C1,0.42967933,23.785671,1.7263167,0,0.0
CC(N)(CC(=O)O)CC(=O)CCSC(F)(F)C(F)(F)F,CC(N)(CC(=O)O)CC(=O)CCSC(F)(F)C(F)(F)F,-0.43278414,36.313457,0.16455272,0,0.0
CCN1C(CC=O)C(F)(F)C1(F)F,CCN1C(CC=O)C(F)(F)C1(F)F,-0.14613795,25.017086,1.3367988,0,0.0
COC(=O)C(C(F)CO)C(F)(F)F,COC(=O)C(C(F)CO)C(F)(F)F,0.21285991,27.087082,0.81939524,0,0.0
NC(=O)CCC(=O)C(F)(F)F,NC(=O)CCC(=O)C(F)(F)F,0.30007473,31.531097,-0.21037257,0,0.0
CC1CCC(C)(O)C(F)(F)C1(F)F,CC1CCC(C)(O)C(F)(F)C1(F)F,-0.043277998,21.88338,2.2951086,0,0.0
CC1CC(N(F)F)(C(F)(F)F)CC1(C)F,CC1CC(N(F)F)(C(F)(F)F)CC1(C)F,0.32735825,19.316442,2.8428588,0,0.0
NC(=O)C1OC(F)(F)C1(F)F,NC(=O)C1OC(F)(F)C1(F)F,0.024993252,24.908772,0.7657877,0,0.0
CC(F)C(F)(F)C(=O)OC(C)(C)C,CC(F)C(F)(F)C(=O)OC(C)(C)C,0.2709666,20.54082,2.6237557,0,0.0
FC(F)(F)C1C2CCC1(C(F)(F)F)C2,FC(F)(F)C1C2CCC1(C(F)(F)F)C2,0.30466598,20.063442,3.7213504,0,0.0
CC1(C)O[C@H](CC(=O)O)C1(C(F)(F)F)C(F)(F)F,CC1(C)O[C@H](CC(=O)O)C1(C(F)(F)F)C(F)(F)F,-0.77566445,26.023617,1.968786,0,0.0
FC1C(F)(F)COCC1(F)Cl,FC1C(F)(F)COCC1(F)Cl,-0.08569243,21.64555,1.6236681,0,0.0
CC(F)C(F)(F)OF,CC(F)C(F)(F)OF,0.7449454,16.456121,1.5082754,0,0.0
CCC1(C)CC(O)C(F)(F)C(F)(F)C1(F)F,CCC1(C)CC(O)C(F)(F)C(F)(F)C1(F)F,-0.29943416,20.066278,3.1840625,0,0.0
CC1(C)C(C(=O)C2CC2)CCN1C(CO)C(F)(F)C(F)(F)F,CC1(C)C(C(=O)C2CC2)CCN1C(CO)C(F)(F)C(F)(F)F,-0.77024275,34.79558,2.7543974,0,0.0
FC(F)(F)CC1C=CCC1,FC(F)(F)CC1C=CCC1,0.80732024,23.003778,3.1061268,0,0.0
O=C(O)[C@@H]1CCCC[C@H](C(F)(F)C(F)(F)C(F)(F)F)CC1,O=C(O)[C@@H]1CCCC[C@H](C(F)(F)C(F)(F)C(F)(F)F)CC1,-0.26900077,28.257526,3.869842,0,0.0
CC(NC1=NCCSCCC(F)(F)C1(F)F)C(=O)O,CC(NC1=NCCSCCC(F)(F)C1(F)F)C(=O)O,-0.7657234,38.841743,0.58510005,0,0.0
O=C(O)CNC(=O)C(F)(F)C(F)CC(F)(F)F,O=C(O)CNC(=O)C(F)(F)C(F)CC(F)(F)F,-0.29410905,28.871754,1.1756232,0,0.0
C=C[C@@H](C)C(F)(F)F,C=C[C@@H](C)C(F)(F)F,0.84503824,17.452515,2.6298118,0,0.0
Cc1cnc(C(F)(F)F)o1,Cc1cnc(C(F)(F)F)o1,0.33907944,25.277891,1.4376262,0,0.0
CN(CC1(C)CCCC1=O)C(=O)C(F)(F)F,CN(CC1(C)CCCC1=O)C(=O)C(F)(F)F,0.2628097,36.43917,1.0506366,0,0.0
CC(OC(=O)C(F)(F)C(F)(F)F)C(=O)ON,CC(OC(=O)C(F)(F)C(F)(F)F)C(=O)ON,-0.17303476,26.229034,1.4650176,0,0.0
O=C(CCC(F)(F)CO)N1CCOCC1,O=C(CCC(F)(F)CO)N1CCOCC1,0.120012045,46.615147,-0.40093002,0,0.0
CC1(C(F)(F)F)CCC(O)C1,CC1(C(F)(F)F)CCC(O)C1,0.6736992,25.47715,1.8603613,0,0.0
Cc1nc(C(F)(F)F)ccc1N,Cc1nc(C(F)(F)F)ccc1N,0.23011537,31.028275,1.8233278,0,0.0
CCN1CC(C(O)(C(F)(F)F)C(F)(F)F)CC1=O,CCN1CC(C(O)(C(F)(F)F)C(F)(F)F)CC1=O,-0.28151935,31.70636,1.658818,0,0.0
NC1(C(F)(F)C(F)F)CCN1,NC1(C(F)(F)C(F)F)CCN1,0.45108193,25.216593,0.68071234,0,0.0
CC(=O)Nc1cc(F)c(F)cc1C(F)(F)F,CC(=O)Nc1cc(F)c(F)cc1C(F)(F)F,-0.35876247,31.696524,2.2634854,0,0.0
FC(F)C(F)(F)OCC1OCOO1,FC(F)C(F)(F)OCC1OCOO1,0.27607208,26.502024,0.95374554,0,0.0
COC(C)SC(F)(F)F,COC(C)SC(F)(F)F,0.79353416,22.030174,2.1916308,0,0.0
O=C(F)C(F)(CCO)C(F)(F)F,O=C(F)C(F)(CCO)C(F)(F)F,0.28151053,24.374447,1.0202528,0,0.0
O=C1CCC2(OCC2(F)F)ON1C(F)(F)F,O=C1CCC2(OCC2(F)F)ON1C(F)(F)F,-0.48504835,29.184124,1.4200763,0,0.0
CC(F)(F)C(F)(F)P,CC(F)(F)C(F)(F)P,0.736972,15.119104,1.8996346,0,0.0
FC(F)(F)C1C=NCC(C(F)(F)F)O1,FC(F)(F)C1C=NCC(C(F)(F)F)O1,-0.040585596,23.268055,1.8590662,0,0.0
CC1CNC(=O)C(F)C(F)(F)C(F)(F)C1(F)F,CC1CNC(=O)C(F)C(F)(F)C(F)(F)C1(F)F,-1.0841216,23.328442,1.9567986,0,0.0
CC(=N)CCOC(F)(F)C(F)F,CC(=N)CCOC(F)(F)C(F)F,0.5653049,25.4619,1.3467878,0,0.0
CC1(C)COC(F)(F)C(F)(F)C1,CC1(C)COC(F)(F)C(F)(F)C1,0.09531711,19.496716,2.7082808,0,0.0
COC(F)(C(N)=O)C(F)(F)F,COC(F)(C(N)=O)C(F)(F)F,0.52872247,23.782797,0.5646697,0,0.0
CCOC(C)(O)C(F)(F)F,CCOC(C)(O)C(F)(F)F,0.7974818,21.740988,1.1242421,0,0.0
Fc1ncc(F)c(C(F)(F)F)n1,Fc1ncc(F)c(C(F)(F)F)n1,0.045571797,24.849924,1.5663799,0,0.0
Nc1cc(F)nc(OC(F)(F)F)c1F,Nc1cc(F)nc(OC(F)(F)F)c1F,0.06833925,30.345297,2.4829087,0,0.0
FNc1cc(C(F)(F)F)ccc1F,FNc1cc(C(F)(F)F)ccc1F,0.16735402,27.722324,2.8880527,0,0.0
CC1(C)CC(=O)CC(F)(F)C1(F)F,CC1(C)CC(=O)CC(F)(F)C1(F)F,-0.23578747,23.048677,2.1456053,0,0.0
O=C(O)C(F)C(F)(F)Cc1ccc(F)cc1F,O=C(O)C(F)C(F)(F)Cc1ccc(F)cc1F,-0.38327795,30.508673,2.5852087,0,0.0
FC1(F)COC(I)C(F)(F)C1,FC1(F)COC(I)C(F)(F)C1,0.033448596,24.563969,2.1469681,0,0.0
OC(F)(F)C1C2CC[PH]1(C(F)(F)F)C2,OC(F)(F)C1C2CC[PH]1(C(F)(F)F)C2,0.32670164,25.952036,2.4855437,0,0.0
CC(=O)C1CCC(F)(F)C1(F)F,CC(=O)C1CCC(F)(F)C1(F)F,-0.28885052,23.313902,1.5864847,0,0.0
O=C(NCCO)C(F)(F)C(F)C(F)F,O=C(NCCO)C(F)(F)C(F)C(F)F,0.15238473,29.437078,0.4230786,0,0.0
OCC1(CC2CC2)C(F)(F)C(F)(F)C1(F)F,OCC1(CC2CC2)C(F)(F)C(F)(F)C1(F)F,-0.096721455,23.950624,2.9196076,0,0.0
FC1(Cl)CC(C(F)(F)F)O1,FC1(Cl)CC(C(F)(F)F)O1,0.39299297,19.62488,2.2413836,0,0.0
N[C@H](CC(=O)O)C(F)(F)C(F)(F)F,N[C@H](CC(=O)O)C(F)(F)C(F)(F)F,0.031438388,26.480137,-0.5688306,0,0.0
O=CC(O)(F)C(F)(F)F,O=CC(O)(F)C(F)(F)F,0.67000455,22.914452,0.51707935,0,0.0
FC(F)(F)C1(c2ccc(Cl)cc2)NCCO1,FC(F)(F)C1(c2ccc(Cl)cc2)NCCO1,-0.10941701,36.704536,2.6487947,0,0.0
CCCCCOC(=O)P(=O)(OCC(F)(F)C(C)(F)F)OC(C)C,CCCCCOC(=O)P(=O)(OCC(F)(F)C(C)(F)F)OC(C)C,0.30279768,26.841,3.8728695,0,0.0
CC1(O)CCCC(F)(F)C1(F)F,CC1(O)CCCC(F)(F)C1(F)F,0.070275605,22.050432,1.8711946,0,0.0
O=CC1(C(F)(F)F)COC(F)(Cl)C1,O=CC1(C(F)(F)F)COC(F)(Cl)C1,-0.09339484,26.436192,1.6707428,0,0.0
N=C(CC(F)(F)F)N1CCN(C(=O)[O-])CC1,N=C(CC(F)(F)F)N1CCN(C(=O)[O-])CC1,-0.16378812,54.144196,0.23771091,0,0.0
CCOC(=O)CC(Cl)C(F)(F)F,CCOC(=O)CC(Cl)C(F)(F)F,0.28504515,25.012762,2.209165,0,0.0
C=CC(C1=NCCN1)C(F)(F)C(F)(F)F,C=CC(C1=NCCN1)C(F)(F)C(F)(F)F,-0.08317511,29.72106,2.0345922,0,0.0
CC(=O)CC1CC(F)(F)C(F)(F)C1(F)F,CC(=O)CC1CC(F)(F)C(F)(F)C1(F)F,-0.7952804,20.726063,2.0389795,0,0.0
FC12CC3CC1C(F)(F)C3(F)C(F)(F)O2,FC12CC3CC1C(F)(F)C3(F)C(F)(F)O2,-0.74824077,19.049435,3.0488226,0,0.0
CCOC(=O)C(CC(=O)C(F)(F)C(F)(F)F)OC,CCOC(=O)C(CC(=O)C(F)(F)C(F)(F)F)OC,-0.24065387,25.044392,1.6170375,0,0.0
CC(F)C(F)(F)C(F)(F)C(=O)OF,CC(F)C(F)(F)C(F)(F)C(=O)OF,-0.11033718,17.988674,1.9166987,0,0.0
COCCOC(=O)C(I)CC(F)(F)C(F)C(F)(F)F,COCCOC(=O)C(I)CC(F)(F)C(F)C(F)(F)F,-0.092836045,27.598703,2.9640477,0,0.0
FC1(F)C=CC2CC(F)(F)C21F,FC1(F)C=CC2CC(F)(F)C21F,-0.44721013,19.016947,2.5838282,0,0.0
Nc1nc(F)c(F)cc1C(F)(F)F,Nc1nc(F)c(F)cc1C(F)(F)F,0.1336401,28.013493,2.132819,0,0.0
FC1CCCC(F)(C(F)(F)F)C1,FC1CCCC(F)(C(F)(F)F)C1,0.4704227,20.600323,2.7670953,0,0.0
O=S(=O)(CCCO)C(F)(F)C(F)(F)F,O=S(=O)(CCCO)C(F)(F)C(F)(F)F,-0.063866764,34.391983,1.0502316,0,0.0
Nc1ncc(F)c(C(F)(F)F)c1F,Nc1ncc(F)c(C(F)(F)F)c1F,0.02179969,29.087103,1.9487216,0,0.0
CCC(O)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(=O)OC,CCC(O)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(=O)OC,-0.85728264,26.861685,2.0701976,0,0.0
CCNS(=O)(=O)C(F)(F)F,CCNS(=O)(=O)C(F)(F)F,0.6253587,30.228638,1.2773325,0,0.0
CC1(F)CCC(F)(F)OC1(F)F,CC1(F)CCC(F)(F)OC1(F)F,-0.026102673,17.637869,2.7438796,0,0.0
FC(F)(F)COC1(F)CC(I)CCO1,FC(F)(F)COC1(F)CC(I)CCO1,0.24727285,29.005316,2.7601216,0,0.0
NC(=O)Nc1cc(F)c(C(F)(F)F)cc1F,NC(=O)Nc1cc(F)c(C(F)(F)F)cc1F,-0.231758,34.154144,2.2911294,0,0.0
CCC1NC(C(F)(F)F)=C(F)C(F)(F)O1,CCC1NC(C(F)(F)F)=C(F)C(F)(F)O1,-0.17582579,22.18038,2.5951266,0,0.0
O=C1CCC(C(F)(F)C(F)(F)Oc2ccccc2)O1,O=C1CCC(C(F)(F)C(F)(F)Oc2ccccc2)O1,-0.8048895,33.198807,2.895629,0,0.0
COCCOC(=O)C(F)(I)C(F)(F)F,COCCOC(=O)C(F)(I)C(F)(F)F,0.43561187,26.522385,2.1631827,0,0.0
Cc1nc(C(F)(F)F)co1,Cc1nc(C(F)(F)F)co1,0.19279088,24.17018,1.3426145,0,0.0
CC1(C(F)(F)F)OS1,CC1(C(F)(F)F)OS1,0.48749256,21.080366,1.9034092,0,0.0
FC(F)(F)C1C=CC=N1,FC(F)(F)C1C=CC=N1,0.43701395,23.452003,1.0982934,0,0.0
CC(F)(CC(F)(F)F)C(F)(F)CO,CC(F)(CC(F)(F)F)C(F)(F)CO,0.22732668,18.885605,2.13097,0,0.0
FC(F)(F)C1=COC(C(F)(F)F)C1,FC(F)(F)C1=COC(C(F)(F)F)C1,0.07271004,18.628803,2.3541038,0,0.0
FC(F)(F)C1(F)C=NCCO1,FC(F)(F)C1(F)C=NCCO1,0.1427629,24.57706,1.0852935,0,0.0
Cc1cc(CO)c(C(F)(F)F)cc1F,Cc1cc(CO)c(C(F)(F)F)cc1F,0.26611677,31.519451,2.7270217,0,0.0
CC1C(=O)CCC(F)(F)C1(F)F,CC1C(=O)CCC(F)(F)C1(F)F,-0.32962948,23.51834,1.5461968,0,0.0
O=C(COc1ccnc(C(F)(F)F)c1)CC(O)(F)F,O=C(COc1ccnc(C(F)(F)F)c1)CC(O)(F)F,-0.53591096,33.49157,1.6924919,0,0.0
O=C(CCC(F)(F)F)NO,O=C(CCC(F)(F)F)NO,0.5200044,30.768576,0.11971851,0,0.0
CC1CCOC(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=O,CC1CCOC(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=O,-1.0134066,29.552265,1.9756511,0,0.0
O=C1CC(N=C(F)F)(C(F)(F)F)C1,O=C1CC(N=C(F)F)(C(F)(F)F)C1,0.03456703,25.809763,1.5756515,0,0.0
FC(F)(F)CN1C=N1,FC(F)(F)CN1C=N1,0.94830817,25.66471,0.6763374,0,0.0
Nc1nc(C(F)F)cc(C(F)(F)F)n1,Nc1nc(C(F)F)cc(C(F)(F)F)n1,-0.00145908,28.020046,1.8031021,0,0.0
C[C@H](CC(Cl)(Cl)C(F)(F)F)C(=O)O,C[C@H](CC(Cl)(Cl)C(F)(F)F)C(=O)O,0.054320645,31.30837,2.3458998,0,0.0
CCOC(=O)C(F)(F)C(F)(F)N=C=O,CCOC(=O)C(F)(F)C(F)(F)N=C=O,-0.007468558,24.24609,1.7279902,0,0.0
FC(F)(F)C(F)(F)C1OC12CCCCC2,FC(F)(F)C(F)(F)C1OC12CCCCC2,0.18575343,25.166615,3.3063893,0,0.0
O=C(O)CCc1cc(F)c(F)cc1C(F)(F)F,O=C(O)CCc1cc(F)c(F)cc1C(F)(F)F,-0.45571595,32.994003,3.0553539,0,0.0
CC1CCC(O)(C(F)(F)F)C1,CC1CCC(O)(C(F)(F)F)C1,0.7862073,23.885223,1.9839308,0,0.0
O=C(CO)OC(F)(F)C(F)F,O=C(CO)OC(F)(F)C(F)F,0.35547918,27.196339,0.65507734,0,0.0
CCOC(=O)CP1CCC(C)(O)C1(C(F)(F)F)C(F)(F)F,CCOC(=O)CP1CCC(C)(O)C1(C(F)(F)F)C(F)(F)F,-0.8769175,27.947605,2.7535243,0,0.0
CC1CCOC(=O)N1C(=O)CC(O)(C(F)(F)F)C(F)(F)F,CC1CCOC(=O)N1C(=O)CC(O)(C(F)(F)F)C(F)(F)F,-0.9489807,34.725327,1.646589,0,0.0
CC1(F)CC(F)(F)C(F)(F)N1,CC1(F)CC(F)(F)C(F)(F)N1,0.24483764,17.396984,1.825675,0,0.0
CN(C(=O)O)C(F)(F)F,CN(C(=O)O)C(F)(F)F,0.771434,26.441156,0.87811023,0,0.0
CC1(C)OCC(O)(C(F)(F)C(F)(F)F)C1=O,CC1(C)OCC(O)(C(F)(F)C(F)(F)F)C1=O,-0.39445186,27.71024,1.6824102,0,0.0
CCOCC(O)(C(F)(F)F)C(F)(F)F,CCOCC(O)(C(F)(F)F)C(F)(F)F,0.5948344,20.219572,1.9330986,0,0.0
CCOC(=O)C(CCO)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)C(CCO)C(F)(F)C(F)(F)C(F)(F)F,-0.57288724,24.599838,2.5091438,0,0.0
COC1(O)C(C)C(F)C(F)(F)C1(F)F,COC1(O)C(C)C(F)C(F)(F)C1(F)F,-0.39576736,21.364983,1.6563517,0,0.0
CC1OCC(F)(F)C(F)(C(F)(F)F)O1,CC1OCC(F)(F)C(F)(C(F)(F)F)O1,-0.5310467,18.743036,2.1475844,0,0.0
C=C1C(F)C(F)(F)N1C,C=C1C(F)C(F)(F)N1C,0.50912964,20.70789,1.2153156,0,0.0
NC(=O)CC(O)C(F)(F)F,NC(=O)CC(O)C(F)(F)F,0.5755433,30.657825,-0.39789838,0,0.0
O=C(NCCO)c1cc(C(F)(F)C(F)(F)F)ccn1,O=C(NCCO)c1cc(C(F)(F)C(F)(F)F)ccn1,-0.72827315,38.566536,1.4803883,0,0.0
O=C1CCC(C(O)(C(F)(F)F)C(F)(F)F)N1,O=C1CCC(C(O)(C(F)(F)F)C(F)(F)F)N1,-0.506371,30.449045,1.2271335,0,0.0
CC(F)(C(F)(F)F)C(F)(F)COC(=O)[O-],CC(F)(C(F)(F)F)C(F)(F)COC(=O)[O-],-0.23078816,20.527927,2.055686,0,0.0
O=C(CO)COC(F)(F)C(F)C(F)(F)F,O=C(CO)COC(F)(F)C(F)C(F)(F)F,0.17566998,27.008343,1.2362249,0,0.0
FC(F)C(F)(F)C(F)(F)COCC1CCO1,FC(F)C(F)(F)C(F)(F)COCC1CCO1,0.09072195,23.606016,1.8423901,0,0.0
CCCCCN1C(=O)C(C(O)(C(F)(F)F)C(F)(F)F)C(=O)NC1C,CCCCCN1C(=O)C(C(O)(C(F)(F)F)C(F)(F)F)C(=O)NC1C,0.3641284,34.874146,3.0686824,0,0.0
C[C@H]1CC(=O)OC(C(F)(F)F)S1,C[C@H]1CC(=O)OC(C(F)(F)F)S1,-0.09309277,29.371653,1.4649962,0,0.0
CC1(COCC(F)(F)C(F)(F)F)COC1,CC1(COCC(F)(F)C(F)(F)F)COC1,0.21231875,23.631798,2.0494492,0,0.0
CCOC(=O)C1CCC(F)(F)C(F)(F)C1(F)F,CCOC(=O)C1CCC(F)(F)C(F)(F)C1(F)F,-0.9195548,21.5005,3.022742,0,0.0
CC1NC(=O)C(C)(O)C(F)(F)C1(F)F,CC1NC(=O)C(C)(O)C(F)(F)C1(F)F,-0.5240057,28.474125,1.0794797,0,0.0
CC1(CC(F)COCC(F)(F)C(F)F)COC1=O,CC1(CC(F)COCC(F)(F)C(F)F)COC1=O,-0.35169312,27.49028,1.5336193,0,0.0
CCOC(=O)C1CC1(C(F)(F)F)C(F)(F)F,CCOC(=O)C1CC1(C(F)(F)F)C(F)(F)F,-0.3772671,21.89079,3.07235,0,0.0
CCNS(=O)(=O)C1CCC(F)(C(F)(F)F)CC1,CCNS(=O)(=O)C1CCC(F)(C(F)(F)F)CC1,-0.15791829,35.634277,2.4221468,0,0.0
CCC(C)(O)C(F)(F)C(F)(F)F,CCC(C)(O)C(F)(F)C(F)(F)F,0.35044774,19.291187,2.2859232,0,0.0
CC(C)(O)CC1NC(=O)C(F)(F)C(F)(F)C1(F)F,CC(C)(O)CC1NC(=O)C(F)(F)C(F)(F)C1(F)F,-1.0065163,24.83189,1.6583993,0,0.0
CC1(F)C(=O)OCC1CC(F)(F)C(F)F,CC1(F)C(=O)OCC1CC(F)(F)C(F)F,-0.54757637,24.354954,1.6311258,0,0.0
CC1(F)C(F)(F)C1(C)Br,CC1(F)C(F)(F)C1(C)Br,0.053542666,20.718458,2.6493146,0,0.0
CCC1(C)CC(O)C(F)(F)C1(F)F,CCC1(C)CC(O)C(F)(F)C1(F)F,0.18029705,21.87643,2.5586247,0,0.0
CCOC(=O)[C@@H]1OCCN1C(=O)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)[C@@H]1OCCN1C(=O)C(F)(F)C(F)(F)C(F)(F)F,-1.0265667,31.149591,2.1894305,0,0.0
CC1(CO)CC(CC(F)(F)C(F)F)CO1,CC1(CO)CC(CC(F)(F)C(F)F)CO1,0.06384788,29.499302,1.5789605,0,0.0
COC(=O)C(F)(F)C(F)(F)C(O)(OC)OC,COC(=O)C(F)(F)C(F)(F)C(O)(OC)OC,-0.34361988,26.569275,0.79572463,0,0.0
O=C([O-])C1(C(F)(F)F)CC1,O=C([O-])C1(C(F)(F)F)CC1,0.33591148,26.930624,1.1829032,0,0.0
CCOC(O)(C(N)=O)C(F)(F)F,CCOC(O)(C(N)=O)C(F)(F)F,0.69606054,30.237717,0.28784832,0,0.0
N=CC(I)CC(F)(F)F,N=CC(I)CC(F)(F)F,0.94519454,31.288296,1.7436854,0,0.0
CC1OC(F)(F)C(F)(F)S1,CC1OC(F)(F)C(F)(F)S1,0.009351933,20.731812,2.420923,0,0.0
CC1(COCC(F)(F)C(F)(F)CO)CCCCCO1,CC1(COCC(F)(F)C(F)(F)CO)CCCCCO1,0.44217998,30.337473,2.267915,0,0.0
CC(F)(CC(=O)O)C(F)(F)C(F)(F)F,CC(F)(CC(=O)O)C(F)(F)C(F)(F)F,-0.2780885,21.240393,1.5999405,0,0.0
CC[C@H](O)C1CCC(F)(F)C1(F)F,CC[C@H](O)C1CCC(F)(F)C1(F)F,0.1325754,24.009571,2.2833474,0,0.0
O=S(=O)(Cc1ccc(F)cc1)C(F)(F)F,O=S(=O)(Cc1ccc(F)cc1)C(F)(F)F,-0.111328006,37.17902,2.541687,0,0.0
FC(F)(F)C1(F)N=C(c2ccoc2)CO1,FC(F)(F)C1(F)N=C(c2ccoc2)CO1,-0.3350571,30.581738,2.0541015,0,0.0
